LBA,Frequency
8766173184,250
8151277568,249
8368754688,249
1563385856,249
8498257920,249
1551470592,248
2126819328,248
15236784128,248
8368623616,248
1563582464,248
2124828672,247
1503117312,247
2893578240,247
1563648000,247
1563451392,246
1563516928,246
16615710720,245
16598343680,245
16576618496,245
1563713536,245
2121428992,244
8368689152,244
218185728,243
8803573760,243
8803557376,243
1563779072,243
154329088,243
8803491840,242
16506609664,242
2131972096,242
1467166720,242
4674682880,242
17020411904,242
4690112512,241
16506478592,240
16506544128,240
16506675200,240
16506740736,240
16558723072,240
17064587264,240
4335329280,240
16506413056,239
1413795840,239
1502593024,239
17159663616,239
17118965760,239
14985646080,239
4335263744,239
2930933760,238
16506806272,237
17159598080,237
17025404928,236
16532680704,235
8799784960,235
1504092160,234
17081339904,234
17159729152,234
17082617856,234
1555140608,233
14983458816,233
17023000576,233
1042194432,232
2118660096,232
2128556032,231
17112375296,230
170885120,230
15058857984,230
1318318080,230
17191284736,230
17112440832,229
8703537152,229
1503887360,229
15108202496,229
17023066112,229
1555173376,228
1788145664,228
3223683072,227
8413065216,227
16963198976,227
1677656064,227
2129244160,226
17112506368,225
72351744,225
16623894528,225
106397696,225
2128867328,225
17068273664,225
8799850496,224
16623960064,223
16623828992,222
16623763456,222
74027008,221
2126090240,221
2930909184,221
734724096,220
1505320960,219
8675815424,219
16575766528,219
16624025600,219
1501659136,218
1503690752,218
17023660032,217
17159757824,216
2127179776,215
16616419328,214
17064030208,214
4328239104,214
16867606528,214
82432000,213
10547007488,213
17064095744,213
16963264512,212
17063899136,212
17063964672,212
4586938368,211
17064161280,211
9193771008,211
952762368,210
556965888,210
8468766720,209
10481967104,209
17106501632,209
106246144,209
16963330048,209
16625774592,209
16625840128,209
17064226816,209
17064292352,209
17118564352,209
9193705472,209
2927456256,208
16625971200,208
14983524352,208
4333772800,208
2132258816,207
2129932288,207
17064357888,207
17106567168,206
16625709056,206
17064423424,206
4333838336,206
4333903872,206
1564246016,205
17106632704,205
2893905920,205
16625577984,205
16625905664,205
1564311552,205
17064488960,205
4334034944,205
3223744512,204
17046691840,204
16625643520,204
1564377088,204
17064554496,204
4333969408,204
2132291584,203
16575782912,203
16626036736,203
1564442624,203
4334100480,203
2126721024,202
16626970624,202
16615628800,202
4334166016,202
2132226048,201
2130538496,201
17119174656,201
252731392,199
1564770304,199
1564639232,199
1564508160,199
1534648320,198
14952820736,198
9099620352,198
1565032448,198
1564966912,198
1564901376,198
1564835840,198
1564704768,198
1564573696,198
3224559616,197
2125705216,197
14936281088,197
17051832320,197
1565097984,197
17046757376,197
17118683136,196
17114689536,195
14952886272,194
14936215552,194
8770879488,194
829730816,193
2119094272,193
14936346624,193
17114624000,193
17114427392,193
829693952,192
3225747456,192
14952951808,192
14953148416,192
14936150016,192
17114492928,192
15087648768,192
15087013888,192
14953410560,191
14936412160,191
17114755072,191
17114558464,191
17115082752,191
1525202944,190
14953017344,190
17112571904,190
17114820608,190
15087714304,190
16615321600,189
1505239040,189
616828928,189
14936608768,189
17115017216,189
8155906048,189
14953082880,188
14936477696,188
17114886144,188
8156037120,188
8156168192,188
14936543232,187
8468832256,187
17110257664,187
17114951680,187
8155971584,187
14953213952,186
8396288000,186
2132144128,186
2130620416,186
17109471232,186
17110323200,186
3869442048,186
10639884288,186
8156102656,186
3225952256,185
14953345024,185
17308409856,185
3869446144,185
4333400064,185
8156233728,185
14953279488,184
8468897792,184
17110519808,184
17110192128,184
17110061056,184
17110388736,184
17124941824,184
4333334528,184
4333531136,184
4586942464,184
3234381824,183
3223666688,183
14953476096,183
9193566208,183
16609370112,183
8151252992,183
1505312768,183
1925341184,183
1925275648,183
17109536768,183
17109602304,183
17110454272,183
17109798912,183
17110126592,183
17110585344,183
4333137920,183
4333203456,183
4333465600,183
15033008128,183
9099591680,182
9099579392,182
14953541632,182
14953607168,182
14953738240,182
14953672704,182
8763707392,182
17113227264,182
17113292800,182
17113161728,182
1925210112,182
855412736,182
3869642752,182
4333268992,182
8759508992,182
212897792,182
3235057664,181
515256320,181
17112702976,181
17112768512,181
17112834048,181
17112899584,181
17113030656,181
17113096192,181
17109667840,181
3869507584,181
4307943424,181
4333072384,181
4333596672,181
209092608,180
3224801280,180
8772071424,180
8398651392,180
17112637440,180
17112965120,180
17109733376,180
17109995520,180
17109864448,180
3869511680,180
4332875776,180
4332941312,180
4333006848,180
3869638656,180
1911153664,179
2131644416,179
17109929984,179
3869577216,179
3228770304,178
190791680,178
2475397120,178
8772202496,178
8368885760,178
3869573120,178
3232923648,177
8772595712,177
8772530176,177
8772136960,177
8772333568,177
3227013120,177
2122780672,177
8368951296,177
8368820224,177
10639671296,177
8772792320,176
8772726784,176
8772268032,176
3228434432,176
10639474688,176
10639736832,176
3154141184,175
1534636032,175
8772661248,175
8772464640,175
8770588672,175
10639540224,175
10639802368,175
3253202944,174
1525211136,174
3234734080,174
8772857856,174
8773054464,174
8773120000,174
8772923392,174
8772399104,174
98967552,174
4428492800,174
17118556160,174
1095626752,174
8772988928,173
1504239616,173
2126983168,173
2118799360,173
10639605760,173
2125230080,172
10639867904,172
17107283968,172
17106759680,172
1525547008,171
8182702080,171
17106825216,171
8182833152,170
8182767616,170
8770785280,170
15087079424,170
15087276032,170
8182898688,169
2127810560,169
16936898560,169
9034600448,169
15058989056,169
15058792448,169
15087144960,169
15087210496,169
17107218432,169
8868864000,169
8183029760,168
8383053824,168
8115986432,168
8182964224,167
2465116672,167
2465117184,167
8315564032,167
8770850816,167
8759664640,167
17106890752,167
217518080,167
3227443200,166
3254226944,166
8183226368,166
2123632640,166
8759992320,166
10730741760,166
17107152896,166
17107087360,166
17107021824,166
3253121024,165
3253137408,165
3239178240,165
8183095296,165
8183160832,165
8183291904,165
8183357440,165
8770654208,165
8759861248,165
15058804736,165
17106956288,165
3224813568,164
8770719744,164
15077154816,164
8759533568,164
8759926784,164
8759599104,164
16643506176,164
3233234944,163
221790208,163
8759730176,163
8760057856,163
15058923520,163
3225911296,162
268066816,162
8183422976,162
8183488512,162
3154206720,162
316723200,162
15216975872,162
8759795712,162
8759468032,162
1042198528,162
3224936448,161
8183554048,161
3862392832,161
16643571712,161
16643768320,161
16643702784,161
3253100544,160
1911157760,160
4426272768,160
288575488,160
16643833856,160
16643637248,160
4213370880,160
195796992,159
16643899392,159
16643964928,159
1525182464,158
3259740160,158
154320896,158
17017892864,158
16616484864,158
15066505216,158
17121927168,158
2128941056,158
3254099968,157
2125811712,157
111075328,157
2131865600,156
8115744768,156
16969494528,156
3154272256,155
607645696,155
2126073856,155
4609306624,155
5423206400,154
8151224320,153
16616615936,153
1525374976,152
3235246080,152
10730807296,152
8868868096,152
3239235584,151
3257892864,151
1503166464,151
16616550400,151
552312832,151
9100087296,150
2126024704,150
10730676224,150
8443228160,150
3233173504,149
3253075968,149
8573358080,149
86773760,149
8400203776,149
541020160,149
10730938368,149
8604602368,149
154378240,149
3230941184,148
4683014144,148
8389054464,148
15216967680,148
10730872832,148
8443162624,148
3257925632,147
9099583488,147
3154337792,147
15108165632,147
2532773888,146
261369856,146
2129915904,146
9099571200,146
15040516096,146
15004737536,146
3869663232,146
8512303104,146
558256128,145
982257664,145
9099575296,145
3230572544,144
9099595776,144
503791616,144
14954528768,143
14954463232,143
14954397696,143
8664428544,143
3154403328,143
15087710208,143
1908297728,142
8368762880,142
14954659840,142
14954594304,142
17045053440,142
3236642816,141
1525436416,141
9099730944,141
14954725376,141
1525432320,140
1911165952,140
17106628608,140
3256324096,139
3251408896,139
376639488,139
17199677440,139
303587328,139
3253682176,138
206811136,138
3154534400,138
17081405440,138
17199480832,137
2129129472,137
2129301504,137
1443291136,137
17114296320,137
17081470976,137
17081602048,137
2649649152,136
1285779456,136
16725622784,136
17199284224,136
17199415296,136
17199349760,136
3251335168,136
539721728,136
8410525696,136
14985584640,136
17119023104,136
8703586304,136
17081536512,136
4331335680,136
3252318208,135
1555337216,135
17199218688,135
14954790912,135
9019392,135
3154468864,135
2129858560,135
14905577472,135
8411217920,135
385380352,135
14954856448,135
15032524800,135
15032897536,135
4597161984,134
3224526848,134
607674368,134
17199153152,134
17199546368,134
17199874048,134
1502814208,134
3154599936,134
546848768,134
14954921984,134
8373080064,134
2131202048,133
17199611904,133
8859344896,133
8879476736,133
508444672,133
17069924352,133
17081667584,133
4331597824,133
4331532288,133
4331466752,133
4331401216,133
4332122112,133
15032590336,133
3225743360,132
3256041472,132
1525415936,132
997081088,132
972627968,132
9099608064,132
3241037824,132
221921280,132
1231933440,132
8098971648,132
10536820736,132
8703538176,132
14976143360,132
17070317568,132
17070186496,132
17070120960,132
17081995264,132
17082060800,132
4331728896,132
4331794432,132
4331991040,132
4332056576,132
4332318720,132
3230035968,131
3233103872,131
221339648,131
17199808512,131
17199939584,131
17200005120,131
17011130368,131
8217563136,131
17069727744,131
17069858816,131
17069989888,131
17070383104,131
17070055424,131
17070252032,131
17070448640,131
17070645248,131
17081733120,131
17081798656,131
17082126336,131
17082191872,131
4331663360,131
4332187648,131
15032131584,131
15032655872,131
17046769664,131
1239986176,130
81801216,130
17199742976,130
17200201728,130
17200136192,130
1226747904,130
8770580480,130
14954987520,130
14955053056,130
17069662208,130
17069793280,130
17070579712,130
17081864192,130
17081929728,130
17082257408,130
17082388480,130
17071300608,130
17071366144,130
17071562752,130
17071431680,130
4332253184,130
4332384256,130
15031934976,130
15032197120,130
15032066048,130
15032459264,130
15032852480,130
106258432,130
3251671040,129
3252342784,129
17200070656,129
17200267264,129
3244236800,129
16575913984,129
8760975360,129
8760909824,129
14955118592,129
14955184128,129
17070514176,129
17082454016,129
17082322944,129
17071038464,129
17070972928,129
17071497216,129
4331859968,129
4331925504,129
15032000512,129
15032721408,129
16594305024,129
3228442624,128
3236220928,128
3236864000,128
3250987008,128
3228844032,128
3228553216,128
3233423360,128
3232997376,128
3228889088,128
3228860416,128
3228872704,128
2667778048,128
1557467136,128
3228655616,128
3245477888,128
4667551744,128
4667486208,128
9107324928,128
8760844288,128
16575848448,128
14955249664,128
17081458688,128
17070710784,128
17070776320,128
17082519552,128
17071235072,128
15032786944,128
1436585984,127
3233009664,127
3228852224,127
1557647360,127
3230875648,127
3230838784,127
9099812864,127
16576110592,127
16575979520,127
16576045056,127
16576176128,127
16576307200,127
17070841856,127
17071169536,127
17071628288,127
4332515328,127
4332449792,127
15032393728,127
15032262656,127
3154665472,126
3234877440,126
3225182208,126
3237113856,126
3226198016,126
17376153600,126
3237208064,126
81797120,126
4667682816,126
9099845632,126
2128400384,126
8837021696,126
8761106432,126
16576241664,126
17070907392,126
17071104000,126
17071955968,126
17071824896,126
17071693824,126
15032328192,126
8801746944,126
195801088,125
4667420672,125
4667748352,125
8662315008,125
1360936960,125
1501536256,125
4674707456,125
8761040896,125
16576372736,125
14955315200,125
14955511808,125
17117548544,125
17071890432,125
17071759360,125
4312268800,125
4332646400,125
4332580864,125
14905618432,125
3154731008,124
195792896,124
3239251968,124
17200332800,124
17200398336,124
17200463872,124
4667617280,124
16576458752,124
14955446272,124
14955380736,124
14955577344,124
4332711936,124
17119031296,124
15033307136,124
17159659520,124
16575897600,124
16575963136,124
17200594944,123
1911161856,123
8115875840,123
4674772992,123
4674838528,123
8761368576,123
16575832064,123
17119096832,123
8399454208,123
3223560192,122
3232296960,122
3238096896,122
1525260288,122
17200529408,122
9099833344,122
2129694720,122
8115941376,122
4675035136,122
4674904064,122
15067095040,122
15066570752,122
15066636288,122
15066701824,122
15067029504,122
3154862080,121
3233529856,121
9099821056,121
3233734656,121
3154796544,121
8104005632,121
451895296,121
826839040,121
4675100672,121
8761171968,121
8761237504,121
8761434112,121
14955642880,121
15066767360,121
15066898432,121
15066963968,121
16576094208,121
16576028672,121
558043136,120
8836329472,120
2132127744,120
4674969600,120
8761303040,120
8761499648,120
14955708416,120
15066832896,120
15062171648,120
16506372096,120
2930987008,120
2123132928,119
8811175936,119
541052928,119
4458663936,119
14955970560,119
14955773952,119
14955905024,119
16576159744,119
231129088,119
195788800,118
3252178944,118
2131423232,118
9099829248,118
8770777088,118
8761565184,118
8761630720,118
14956036096,118
14955839488,118
16624091136,118
16496414720,118
8770711552,118
3239280640,117
1280958464,117
4668010496,117
2128957440,117
8761696256,117
17117614080,117
4334473216,117
4334407680,117
16506638336,117
8770646016,117
16576225280,117
3233112064,116
3221245952,116
4667944960,116
1150832640,116
4458598400,116
16496218112,116
16576290816,116
1501249536,116
16615518208,115
16615452672,115
16615583744,115
16615387136,115
4667879424,115
4667813888,115
8761761792,115
8761827328,115
4334538752,115
4334604288,115
16496283648,115
16496349184,115
16496480256,115
17159573504,115
8770842624,115
3869728768,115
8760033280,115
1551503360,114
1793589248,114
9100070912,114
8770871296,114
8761892864,114
8761958400,114
8762220544,114
4334997504,114
16496611328,114
16496545792,114
16496676864,114
8770973696,114
17022926848,114
8759967744,114
8155901952,113
3154927616,113
1332297728,113
8762482688,113
17124220928,113
4334669824,113
4335063040,113
10730766336,113
10730831872,113
10730897408,113
8759640064,113
8759705600,113
8759902208,113
15032963072,113
1556123648,112
8368893952,112
8156164096,112
2125680640,112
3255918592,112
8760229888,112
8762155008,112
8762286080,112
4334735360,112
4334800896,112
4334931968,112
8770908160,112
8771039232,112
8771104768,112
17159725056,112
4469538816,112
16576356352,112
8759574528,112
8760098816,112
1555206144,111
8155967488,111
8156098560,111
8156229632,111
3234750464,111
3223425024,111
3228557312,111
8762351616,111
8762089472,111
8762023936,111
4334866432,111
15085010944,111
8771235840,111
17025519616,111
1555189760,110
683192320,110
3234832384,110
8156033024,110
2131243008,110
2128187392,110
10593624064,110
17119186944,110
8762613760,110
8762417152,110
17159794688,110
17159860224,110
17125072896,110
8771170304,110
17045118976,110
8759771136,110
8759836672,110
3233628160,109
1556303872,109
1556566016,109
3240349696,109
1454112768,109
8368828416,109
3234209792,109
3234938880,109
154001408,109
8762548224,109
17160318976,109
17160515584,109
17125138432,109
4335128576,109
3223449600,108
1910992896,108
1910980608,108
1556549632,108
3243786240,108
8115810304,108
17118597120,108
17159925760,108
17159991296,108
17160384512,108
17160450048,108
17125203968,108
3155058688,107
1749614592,107
1050763264,107
1413529600,107
10546995200,107
14936354816,107
14936158208,107
17160122368,107
17160253440,107
15085076480,107
10640801792,107
10640408576,107
15087656960,107
3233402880,106
108441600,106
10639949824,106
14936289280,106
14936223744,106
8769826816,106
17160056832,106
17160187904,106
17125269504,106
10640015360,106
10640343040,106
10640605184,106
10640670720,106
17044946944,106
3233005568,105
2125500416,105
1525231616,105
848199680,105
4629794816,105
8703016960,105
14936420352,105
8769761280,105
17125531648,105
17125466112,105
17125400576,105
17125335040,105
17125662720,105
15085207552,105
10640474112,105
10640736256,105
10640539648,105
10640867328,105
8551976960,104
8155836416,104
3154993152,104
1332289536,104
17106698240,104
17106763776,104
17106829312,104
8769105920,104
17160581120,104
17125007360,104
17125597184,104
15085142016,104
10640080896,104
10640146432,104
10640211968,104
10640277504,104
17155403776,104
16594370560,104
209076224,103
1910833152,103
1525407744,103
8801869824,103
9099587584,103
396664832,103
2120085504,103
8170434560,103
16575496192,103
8768122880,103
8769171456,103
8769040384,103
8769564672,103
8769630208,103
8769695744,103
16594436096,103
1122721792,102
3221352448,102
9100083200,102
280600576,102
2129285120,102
4735463424,102
14936485888,102
8768843776,102
8768909312,102
8769236992,102
8768974848,102
8769302528,102
8769368064,102
8769433600,102
8769499136,102
17081618432,102
17125728256,102
15085273088,102
3257888768,101
3235115008,101
4427886592,101
209084416,101
4675010560,101
15234580480,101
1677660160,101
14936551424,101
8768188416,101
8768450560,101
4597133312,101
17106894848,101
17081589760,101
15085338624,101
15085928448,101
3221614592,100
296951808,100
3155124224,100
16576471040,100
4674945024,100
8768319488,100
8768647168,100
8768712704,100
8768778240,100
8768581632,100
8768516096,100
17107091456,100
17107025920,100
17106960384,100
15085404160,100
15085469696,100
8801812480,100
8115978240,100
3233230848,99
3259904000,99
3238113280,99
1525481472,99
4674879488,99
17022988288,99
8768253952,99
8768385024,99
17107288064,99
17081524224,99
15085535232,99
15085600768,99
15085993984,99
3234869248,98
16496693248,98
17082814464,98
4675141632,98
2123239424,98
4674813952,98
4674748416,98
4675076096,98
2131210240,98
17118859264,98
14936616960,98
17107156992,98
17107222528,98
3869880320,98
15086059520,98
106430464,98
8703660032,98
683057152,97
8839356416,97
2131283968,97
17023053824,97
16575746048,97
15085666304,97
15085731840,97
15085862912,97
15085797376,97
17082748928,97
17083469824,97
17083338752,97
17083404288,97
15033073664,97
332701696,96
3236974592,96
42577920,96
325959680,96
325963776,96
1502830592,96
3155189760,96
16496562176,96
2132086784,96
17119121408,96
17119055872,96
15086321664,96
15086190592,96
15086125056,96
17082880000,96
17082945536,96
17083011072,96
17083076608,96
17083142144,96
17083207680,96
17083273216,96
17083535360,96
8771141632,96
3239227392,95
3233169408,95
2120077312,95
16496431104,95
16496496640,95
16496627712,95
17118400512,95
17118990336,95
17118924800,95
15086256128,95
15232917504,95
16643522560,95
3869945856,95
17082683392,95
17083600896,95
17083666432,95
15033139200,95
8771076096,95
8771207168,95
3155255296,94
63512576,94
16615776256,94
16616038400,94
16615907328,94
16496300032,94
8530944000,94
682094592,94
17023062016,94
3870011392,94
17083731968,94
3870928896,94
8771272704,94
3155320832,93
1911235584,93
1556680704,93
3222335488,93
16615841792,93
16615972864,93
16616103936,93
16616169472,93
16496234496,93
17022996480,93
14983589888,93
17118531584,93
17072103424,93
16627101696,93
16643588096,93
16643719168,93
16643784704,93
3870601216,93
3870666752,93
3870732288,93
3870863360,93
3870994432,93
1525493760,92
3233931264,92
9099706368,92
9100029952,92
16616235008,92
16616300544,92
16496365568,92
8660262912,92
8601255936,92
4424769536,92
17118662656,92
17118466048,92
15086583808,92
15086387200,92
16627167232,92
16627036160,92
16643653632,92
16643850240,92
16643915776,92
3870076928,92
17083797504,92
3871059968,92
8771010560,92
3155386368,91
16616366080,91
17084387328,91
8798736384,91
1745768448,91
15086714880,91
15086649344,91
15086911488,91
15086518272,91
15086452736,91
16627232768,91
3870208000,91
17083863040,91
3870470144,91
3870797824,91
3871322112,91
3871256576,91
3871125504,91
8770945024,91
1525387264,90
3257221120,90
8660066304,90
8660131840,90
8660197376,90
2127212544,90
2130317312,90
8625156096,90
15086780416,90
15086845952,90
14943600640,90
1793650688,90
1793716224,90
16628084736,90
16628019200,90
16627953664,90
16627888128,90
4308008960,90
4308074496,90
4308205568,90
3870142464,90
17083928576,90
17084452864,90
17083994112,90
17085304832,90
3870404608,90
3871387648,90
3871191040,90
16506503168,90
2126123008,89
3235311616,89
15044386816,89
3155451904,89
17084059648,89
16627560448,89
16627494912,89
16627298304,89
16627363840,89
16627429376,89
16627822592,89
17191350272,89
4308140032,89
17084518400,89
17084583936,89
17084649472,89
17084715008,89
17084780544,89
17085042688,89
17084846080,89
17085370368,89
17085239296,89
3870273536,89
3870339072,89
3870535680,89
3155517440,88
3235082240,88
409370624,88
1536442368,88
17084256256,88
288579584,88
16627691520,88
16627625984,88
16628215808,88
16628150272,88
16627757056,88
17191546880,88
16643981312,88
17084125184,88
17084190720,88
17085108224,88
17084911616,88
17084977152,88
17085173760,88
541003776,88
3233742848,87
295841792,87
15163334656,87
1525235712,87
3232428032,87
385368064,87
17192333312,87
16628281344,87
16628346880,87
17191415808,87
17191612416,87
17191481344,87
4308271104,87
4308402176,87
4308467712,87
4308598784,87
17084321792,87
16506568704,87
16506437632,87
3233779712,86
9012723712,86
1492258816,86
3226689536,86
